ROI name    Roi_1                   Roi_2                   Roi_3                   Roi_4                   Roi_5                   
ROI area        0.21 cm2                   0.12 cm2                   0.28 cm2                   0.20 cm2                   0.15 cm2               
user units  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  mean     std dev  func  
0            222325  66408.1  no     220680  65724.0  no     181840  51393.4  no     155962  31415.3  no     352155   94786   no    
0            218942  76406.3  no     208855  60663.8  no     196600  47833.4  no     161143  36800.8  no     349035   91167   no    
0            214790  69853.7  no     208451  66127.1  no     200067  45834.9  no     165130  36536.6  no     336929   85266   no    
0            212555  68770.8  no     209813  58854.3  no     189984  43668.7  no     160938  32815.7  no     355919   88260   no    
0            217245  70739.2  no     206080  62070.2  no     181107  50023.7  no     157129  30478.1  no     369419   91202   no    
0            214850  68406.2  no     215183  73918.9  no     198553  42824.3  no     172312  36484.2  no     344271   81156   no    
0            215010  67812.5  no     204565  69642.2  no     193182  39976.2  no     162699  27828.1  no     350898   92793   no    
0            213859  69918.7  no     207201  56661.3  no     187510  40329.2  no     165590  30548.0  no     346601   81082   no    
0            213261  69083.1  no     207316  70118.5  no     184526  47015.2  no     165552  40098.5  no     343303   84809   no    
0            223848  69988.4  no     217059  56360.0  no     185777  47784.7  no     168026  32248.6  no     331803   84958   no    
0            201308  65840.3  no     208158  59810.7  no     166378  43512.3  no     139833  33414.7  no     335007   86705   no    
0            199992  59590.7  no     201849  63661.8  no     163618  39845.0  no     143988  28493.1  no     328204   89305   no    
0            194739  63042.7  no     193160  59359.2  no     150996  42779.3  no     133052  37449.1  no     343467   81698   no    
0            199443  67411.1  no     196588  58485.2  no     159356  42994.3  no     138577  35599.7  no     350245   88198   no    
0            201260  68447.2  no     205907  75509.6  no     160932  48487.7  no     143006  40782.7  no     342352   82597   no    
0            202811  59153.3  no     209967  63026.4  no     168513  47165.0  no     144118  32940.9  no     344489   88522   no    
0            194322  64609.9  no     201975  58077.9  no     162610  40503.0  no     140678  37661.6  no     349060   89660   no    
0            197190  62832.8  no     203757  66664.3  no     168511  44812.3  no     147597  37999.0  no     331578   78073   no    
0            197649  65757.0  no     209971  58175.8  no     162336  43550.3  no     142145  45205.4  no     343631   84319   no    
0            197751  63625.7  no     206011  70164.4  no     171214  40392.1  no     144945  37214.1  no     336189   77036   no    
0            199816  63020.7  no     201094  66831.6  no     165214  40068.4  no     150815  39134.2  no     347660   75985   no    
0            192592  65275.4  no     205579  68255.4  no     168294  36261.0  no     148565  32801.3  no     332386   78004   no    
0            190654  61990.9  no     197411  61430.4  no     175912  37310.5  no     147639  38235.3  no     344175   68570   no    
0            202862  66591.1  no     204532  65539.9  no     171753  38048.8  no     135461  42234.0  no     331724   74560   no    
0            200239  72977.7  no     210716  58736.8  no     167565  33185.5  no     147326  35023.1  no     339803   73112   no    
0            202850  64128.8  no     196128  58526.2  no     167561  38262.6  no     145552  38459.0  no     333145   63894   no    
0            194481  56410.9  no     207600  66404.5  no     173722  34215.1  no     145053  37099.3  no     328472   73669   no    
0            200355  72727.7  no     207224  56982.3  no     173284  32499.1  no     151887  43980.4  no     329552   83117   no    
0            198846  63677.8  no     209595  56795.9  no     172090  35915.8  no     146732  39199.5  no     321012   87048   no    
0            196050  61533.7  no     200817  58504.8  no     173936  34922.2  no     154535  33499.2  no     336345   98925   no    
0            208096  52576.1  no     196519  53611.1  no     178194  32562.1  no     149554  40901.1  no     339337  110226   no    
0            199462  51906.4  no     194756  53372.8  no     180882  38466.5  no     150413  41579.4  no     343379  116865   no    
Title="Plot"
Xaxis="user units"
Yaxis="no scaling"

Line="Roi_1"
0.000000e+00	2.223254e+05
0.000000e+00	2.189424e+05
0.000000e+00	2.147897e+05
0.000000e+00	2.125547e+05
0.000000e+00	2.172453e+05
0.000000e+00	2.148500e+05
0.000000e+00	2.150096e+05
0.000000e+00	2.138594e+05
0.000000e+00	2.132609e+05
0.000000e+00	2.238483e+05
0.000000e+00	2.013078e+05
0.000000e+00	1.999917e+05
0.000000e+00	1.947390e+05
0.000000e+00	1.994426e+05
0.000000e+00	2.012596e+05
0.000000e+00	2.028110e+05
0.000000e+00	1.943221e+05
0.000000e+00	1.971898e+05
0.000000e+00	1.976486e+05
0.000000e+00	1.977506e+05
0.000000e+00	1.998159e+05
0.000000e+00	1.925916e+05
0.000000e+00	1.906541e+05
0.000000e+00	2.028623e+05
0.000000e+00	2.002385e+05
0.000000e+00	2.028505e+05
0.000000e+00	1.944814e+05
0.000000e+00	2.003545e+05
0.000000e+00	1.988464e+05
0.000000e+00	1.960501e+05
0.000000e+00	2.080960e+05
0.000000e+00	1.994617e+05

Line="Roi_2"
0.000000e+00	2.206803e+05
0.000000e+00	2.088547e+05
0.000000e+00	2.084510e+05
0.000000e+00	2.098130e+05
0.000000e+00	2.060804e+05
0.000000e+00	2.151835e+05
0.000000e+00	2.045648e+05
0.000000e+00	2.072009e+05
0.000000e+00	2.073155e+05
0.000000e+00	2.170588e+05
0.000000e+00	2.081580e+05
0.000000e+00	2.018489e+05
0.000000e+00	1.931595e+05
0.000000e+00	1.965880e+05
0.000000e+00	2.059066e+05
0.000000e+00	2.099674e+05
0.000000e+00	2.019752e+05
0.000000e+00	2.037571e+05
0.000000e+00	2.099708e+05
0.000000e+00	2.060108e+05
0.000000e+00	2.010945e+05
0.000000e+00	2.055789e+05
0.000000e+00	1.974108e+05
0.000000e+00	2.045316e+05
0.000000e+00	2.107158e+05
0.000000e+00	1.961283e+05
0.000000e+00	2.075997e+05
0.000000e+00	2.072240e+05
0.000000e+00	2.095950e+05
0.000000e+00	2.008169e+05
0.000000e+00	1.965192e+05
0.000000e+00	1.947559e+05

Line="Roi_3"
0.000000e+00	1.818404e+05
0.000000e+00	1.966002e+05
0.000000e+00	2.000673e+05
0.000000e+00	1.899841e+05
0.000000e+00	1.811070e+05
0.000000e+00	1.985529e+05
0.000000e+00	1.931821e+05
0.000000e+00	1.875103e+05
0.000000e+00	1.845255e+05
0.000000e+00	1.857773e+05
0.000000e+00	1.663782e+05
0.000000e+00	1.636175e+05
0.000000e+00	1.509961e+05
0.000000e+00	1.593559e+05
0.000000e+00	1.609319e+05
0.000000e+00	1.685128e+05
0.000000e+00	1.626095e+05
0.000000e+00	1.685108e+05
0.000000e+00	1.623362e+05
0.000000e+00	1.712137e+05
0.000000e+00	1.652137e+05
0.000000e+00	1.682935e+05
0.000000e+00	1.759116e+05
0.000000e+00	1.717526e+05
0.000000e+00	1.675650e+05
0.000000e+00	1.675615e+05
0.000000e+00	1.737218e+05
0.000000e+00	1.732842e+05
0.000000e+00	1.720897e+05
0.000000e+00	1.739361e+05
0.000000e+00	1.781936e+05
0.000000e+00	1.808822e+05

Line="Roi_4"
0.000000e+00	1.559620e+05
0.000000e+00	1.611429e+05
0.000000e+00	1.651296e+05
0.000000e+00	1.609378e+05
0.000000e+00	1.571295e+05
0.000000e+00	1.723117e+05
0.000000e+00	1.626987e+05
0.000000e+00	1.655903e+05
0.000000e+00	1.655515e+05
0.000000e+00	1.680257e+05
0.000000e+00	1.398326e+05
0.000000e+00	1.439883e+05
0.000000e+00	1.330520e+05
0.000000e+00	1.385768e+05
0.000000e+00	1.430060e+05
0.000000e+00	1.441176e+05
0.000000e+00	1.406780e+05
0.000000e+00	1.475971e+05
0.000000e+00	1.421451e+05
0.000000e+00	1.449448e+05
0.000000e+00	1.508146e+05
0.000000e+00	1.485646e+05
0.000000e+00	1.476392e+05
0.000000e+00	1.354611e+05
0.000000e+00	1.473263e+05
0.000000e+00	1.455515e+05
0.000000e+00	1.450528e+05
0.000000e+00	1.518871e+05
0.000000e+00	1.467320e+05
0.000000e+00	1.545353e+05
0.000000e+00	1.495545e+05
0.000000e+00	1.504130e+05

Line="Roi_5"
0.000000e+00	3.521547e+05
0.000000e+00	3.490351e+05
