ROI name    Roi_1                    Roi_2                    Roi_3                    
ROI area        0.14 cm2                 0.0769 cm2                   0.11 cm2               
user units  mean      std dev  func  mean      std dev  func  mean      std dev  func  
0            1289092  293935   no     1197968  89327.7  no     1469244  225503   no    
0            1000706  254783   no      930877  97304.8  no     1214401  242304   no    
0             668799  212789   no      577869  80692.0  no      841189  240389   no    
0             528512  205809   no      514316  92045.9  no      721491  233307   no    
0             369392  183443   no      296128  78305.9  no      523783  214508   no    
0             303527  180246   no      310329  73150.1  no      460688  208370   no    
0             231076  169003   no      167495  60958.5  no      363398  191743   no    
0             188918  155623   no      197001  54946.1  no      313770  182409   no    
0             153339  141847   no      124251  51471.1  no      263640  172503   no    
0             136420  136488   no      125413  49762.4  no      228387  156329   no    
0             108413  118920   no       95602  44540.7  no      194408  141562   no    
0              99992  113096   no       88767  34052.8  no      176198  134665   no    
Title="Plot"
Xaxis="user units"
Yaxis="no scaling"

Line="Roi_1"
0.000000e+00	1.289092e+06
0.000000e+00	1.000706e+06
0.000000e+00	6.687990e+05
0.000000e+00	5.285124e+05
0.000000e+00	3.693918e+05
0.000000e+00	3.035267e+05
0.000000e+00	2.310764e+05
0.000000e+00	1.889185e+05
0.000000e+00	1.533391e+05
0.000000e+00	1.364199e+05
0.000000e+00	1.084129e+05
0.000000e+00	9.999189e+04

Line="Roi_2"
0.000000e+00	1.197968e+06
0.000000e+00	9.308773e+05
0.000000e+00	5.778694e+05
0.000000e+00	5.143165e+05
0.000000e+00	2.961280e+05
0.000000e+00	3.103291e+05
0.000000e+00	1.674945e+05
0.000000e+00	1.970012e+05
0.000000e+00	1.242505e+05
0.000000e+00	1.254129e+05
0.000000e+00	9.560184e+04
0.000000e+00	8.876651e+04

Line="Roi_3"
0.000000e+00	1.469244e+06
0.000000e+00	1.214401e+06
0.000000e+00	8.411891e+05
0.000000e+00	7.214913e+05
0.000000e+00	5.237827e+05
0.000000e+00	4.606881e+05
0.000000e+00	3.633985e+05
0.000000e+00	3.137699e+05
0.000000e+00	2.636400e+05
0.000000e+00	2.283865e+05
0.000000e+00	1.944083e+05
0.000000e+00	1.761977e+05

